Title,Year,Season,AverageSales,Rerelease,Total,Gross,Studio,Source
Dream Festival! R,2017,Fall,733,0,733,16.4,Bandai Namco Pictures,original
Drifters,2016,Fall,11562,0,11562,404.7,Hoods Entertainment,manga
Druaga no Tou: The Aegis of URUK,2008,Spring,1876,255,2131,57.8,Gonzo,game
Druaga no Tou: The Sword of URUK,2009,Winter,939,255,1194,42.2,Gonzo,game
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,2015,Spring,5200,4419,9619,231.7,JC Staff,novel
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,2017,Spring,1316,1234,2550,55.3,JC Staff,novel
Durarara!!,2010,Winter,18311,5997,24308,1428.2,Brains Base,novel
Durarara!! x2 Ketsu,2016,Winter,2717,0,2717,99.6,Shuka,novel
Durarara!! x2 Shou,2015,Winter,4603,0,4603,169.3,Shuka,novel
Durarara!! x2 Ten,2015,Summer,2451,0,2451,90.8,Shuka,novel
Dynamic Chord,2017,Fall,573,0,573,17.2,Studio Pierrot,visual novel
E's Otherwise,2003,Spring,454,0,454,3.4,Studio Pierrot,manga
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,2012,Summer,712,0,712,18.6,AIC,novel
ef -a tale of melodies,2008,Fall,1580,1927,3506,50.8,Shaft,visual novel
ef -a tale of memories,2007,Fall,4213,3373,7586,133.8,Shaft,visual novel
Egao no Daika,2019,Winter,136,0,136,1.2,Tatsunoko Production,original
Eikoku Koi Monogatari Emma,2005,Spring,2057,0,2057,70.3,Studio Pierrot,manga
Eikoku Koi Monogatari Emma S2,2007,Spring,1007,0,1007,30.2,Asia-Do,manga
El Cazador de la Bruja,2007,Spring,798,0,798,41.7,Bee Train,original
elDLIVE,2017,Winter,134,0,134,1.1,Studio Pierrot,manga
Elemental Gelade,2005,Spring,1353,0,1353,58.1,Xebec,manga
Elfen Lied,2004,Summer,1709,3859,5568,54.5,Arms,manga
Emiya-san Chi no Kyou no Gohan,2018,Winter,7171,0,7171,140.0,ufotable,manga
Endride,2016,Spring,0,0,0,0.0,Brains Base,original
Endro!,2019,Winter,1022,0,1022,27.8,Studio Gokumi,original
Ergo Proxy,2006,Winter,1202,509,1711,46.2,Manglobe,original
Eromanga-sensei,2017,Spring,7579,0,7579,313.3,A1 Pictures,novel
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,2014,Spring,996,211,1207,41.2,Studio Gokumi,game
Etotama,2015,Spring,986,943,1929,34.9,Shirogumi,original
Eureka Seven AO,2012,Spring,4229,800,5029,247.6,Bones,original
Fantasista Doll,2013,Summer,1107,0,1107,45.2,Hoods Entertainment,original
Fantastic Children,2004,Fall,660,0,660,8.8,Nippon Animation,original
Fate/Apocrypha,2017,Summer,6179,0,6179,419.1,A1 Pictures,novel
Fate/Extra Last Encore,2018,Winter,2760,0,2760,117.4,Shaft,game
Fate/Kaleid liner Prisma Illya,2013,Summer,7102,982,8084,266.2,Silver Link,manga
Fate/Kaleid liner Prisma Illya 2wei Herz!,2015,Summer,4436,1349,5785,166.7,Silver Link,manga
Fate/Kaleid liner Prisma Illya 2wei!,2014,Summer,5503,1349,6852,206.8,Silver Link,manga
Fate/kaleid liner Prisma Illya 3rei!,2016,Summer,3484,0,3484,145.7,Silver Link,manga
Fate/stay night,2006,Winter,26047,9436,35483,1290.0,Studio Deen,visual novel
Fate/stay night Unlimited Blade Works,2014,Fall,39283,0,39283,1532.0,ufotable,visual novel
Fate/stay night Unlimited Blade Works Part II,2015,Spring,36004,0,36004,1260.1,ufotable,visual novel
Fate/Zero,2011,Fall,52285,3887,56172,1986.8,ufotable,novel
Fate/Zero Second Season,2012,Spring,46344,0,46344,1575.7,ufotable,novel
Fight! Ippatsu! Juuden-chan!!,2009,Summer,2367,176,2543,96.6,Studio Hibari,manga
Final Approach,2004,Fall,3152,0,3152,95.8,Zexcs,visual novel
Flip Flappers,2016,Fall,787,0,787,34.4,Studio 3Hz,original
Flying Witch,2016,Spring,3470,1563,5033,139.6,JC Staff,manga
Fortune Arterial -Akai Yakusoku-,2010,Fall,2238,0,2238,110.2,Zexcs Feel,visual novel
Fractale,2011,Winter,705,0,705,19.0,Ordet,original
Frame Arms Girl,2017,Spring,9555,782,10337,477.7,Zexcs,other (figures)
Free!,2013,Summer,29108,0,29108,1118.3,Kyoto Animation,original
Free! -Dive to the Future-,2018,Summer,8223,0,8223,334.1,Kyoto Animation,original
Free! -Eternal Summer-,2014,Summer,22290,0,22290,999.1,Kyoto Animation,original
Freezing,2011,Winter,5536,528,6064,214.5,A.C.G.T.,manga
Freezing Vibration,2013,Fall,2389,0,2389,94.7,A.C.G.T.,manga
Fruits Basket,2001,Summer,10108,2494,12602,503.4,Studio Deen,manga
Fruits Basket (2019),2019,Spring,3208,0,3208,32.1,TMS Entertainment,manga
Fudanshi Koukou Seikatsu,2016,Summer,86,0,86,0.6,EMT²,manga
Fukigen na Mononokean,2016,Summer,1388,179,1567,51.6,Pierrot+,manga
Fukigen na Mononokean Tsuzuki,2019,Winter,1258,0,1258,31.9,Pierrot+,manga
Fukumenkei Noise,2017,Spring,758,0,758,9.8,Liden Films,manga
Full Metal Panic!,2002,Winter,4250,8536,12786,389.4,Gonzo,novel
Full Metal Panic! Invisible Victory,2018,Spring,3738,0,3738,155.4,Xebec,novel
Full Metal Panic! The Second Raid,2005,Summer,6376,9026,15402,320.3,Kyoto Animation,novel
Full Metal Panic? Fumoffu,2003,Summer,10093,14241,24334,470.8,Kyoto Animation,novel
Fumikiri Jikan,2018,Spring,345,0,345,1.7,Ekachi Epilka,manga
Fune wo Amu,2016,Fall,702,0,702,18.8,Zexcs,novel
Fushigi na Somera-chan,2015,Fall,281,0,281,1.9,Seven,manga
Futakoi,2004,Fall,1648,0,1648,49.9,Telecom Animation Film,original
Futakoi Alternative,2005,Spring,2178,463,2641,71.2,ufotable,original
Futari wa Milky Holmes,2013,Summer,411,226,637,8.4,JC Staff,original
Futsuu no Joshikousei ga Locodol Yatte Mita.,2014,Summer,2910,1083,3993,135.7,Feel,manga
Fuujin Monogatari,2004,Fall,0,0,0,0.0,Production IG,original
Fuuka,2017,Winter,1670,176,1846,70.2,Diomedia,manga
Fuuun Ishin Dai Shogun,2014,Spring,0,0,0,0.0,JC Staff A.C.G.T.,original
Fuyu no Sonata,2009,Fall,2890,0,2890,86.7,JM Animation,live action
GA Geijutsuka Art Design Class,2009,Summer,4904,3160,8064,200.1,AIC Plus,manga
Ga-Rei: Zero,2008,Fall,4980,5963,10943,197.2,AIC Spirits,manga
Gabriel Dropout,2017,Winter,3676,0,3676,140.9,Douga Koubou,manga
Gad Guard,2003,Spring,1145,0,1145,79.7,Gonzo,original
Gaiking: Legend of Daikuu-Maryuu,2005,Fall,0,0,0,0.0,Toei Animation,original
Gakkou Gurashi!,2015,Summer,2765,635,3400,110.0,Lerche,manga
Gakuen Babysitters,2018,Winter,1508,0,1508,65.4,Brains Base,manga
Gakuen Basara,2018,Fall,571,0,571,19.6,Brains Base,game
Gakuen Handsome,2016,Fall,595,0,595,1.8,Team YokkyuFuman,game
Gakuen Heaven,2006,Spring,3246,0,3246,102.6,Tokyo Kids,visual novel
Gakuen Mokushiroku Highschool of the Dead,2010,Summer,6812,809,7621,252.1,Madhouse,manga
Gakuen Senki Muryou,2001,Spring,0,1665,1665,0.0,Madhouse,original
Gakuen Utopia Manabi Straight!,2007,Winter,2436,848,3284,97.3,ufotable,manga
Gakusen Toshi Asterisk,2015,Fall,2173,0,2173,88.6,A1 Pictures,novel
Gakusen Toshi Asterisk 2nd Season,2016,Spring,1874,0,1874,74.2,A1 Pictures,novel
Galaxy Angel,2001,Spring,5895,1615,7510,239.3,Madhouse,original
Galaxy Angel A,2002,Fall,4640,1374,6014,199.9,Madhouse,original
Galaxy Angel AA,2003,Winter,4793,1491,6284,207.6,Madhouse,original
Galaxy Angel Rune,2006,Fall,1982,0,1982,69.0,Madhouse,original
Galaxy Angel X,2004,Summer,5752,1449,7201,249.3,Madhouse,original
Galaxy Angel Z,2002,Winter,5269,1437,6706,152.8,Madhouse,original
Galilei Donna,2013,Fall,956,0,956,27.4,A1 Pictures,original
Gallery Fake,2005,Winter,692,0,692,21.1,Tokyo Kids,manga
Gamers!,2017,Summer,1213,0,1213,34.6,Pine Jam,novel
Gangsta.,2015,Summer,1567,0,1567,59.3,Manglobe,manga
Gankutsuou,2004,Fall,2428,1514,3942,169.0,Gonzo,novel
Gantz,2004,Spring,2132,0,2132,49.5,Gonzo,manga
Garo: Guren no Tsuki,2015,Fall,176,0,176,2.6,MAPPA,original
Garo: Honoo no Kokuin,2014,Fall,329,0,329,19.7,MAPPA,original
Garo: Vanishing Line,2017,Fall,170,0,170,8.1,MAPPA,original
Gatchaman Crowds,2013,Summer,7342,3615,10957,134.3,Tatsunoko Production,original
Gatchaman Crowds insight,2015,Summer,1173,0,1173,29.6,Tatsunoko Production,original
Gate: Jieitai Kano Chi nite Kaku Tatakaeri,2015,Summer,6093,889,6982,250.2,A1 Pictures,novel
Gate: Jieitai Kano Chi nite Kaku Tatakaeri 2nd Season,2016,Winter,4807,946,5753,197.2,A1 Pictures,novel
GeGeGe no Kitarou (5th series),2007,Spring,1572,0,1572,67.7,Toei Animation,manga
GeGeGe no Kitarou (6th series),2018,Spring,983,0,983,54.9,Toei Animation,manga
Gekkan Shoujo Nozaki-kun,2014,Summer,10563,4202,14765,411.8,Douga Koubou,manga
Gen'ei wo Kakeru Taiyou,2013,Summer,947,0,947,33.9,AIC,original
Genji Monogatari Sennenki,2009,Winter,572,0,572,11.3,Tezuka Productions,historical work
Genshiken,2004,Fall,5880,428,6308,243.4,Arms,manga
Genshiken 2,2007,Fall,2567,428,2995,84.7,Arms,manga
Genshiken Nidaime,2013,Summer,1190,0,1190,31.9,Production IG,manga
Gensoumaden Saiyuuki,2000,Spring,0,211,211,0.0,Studio Pierrot,manga
Get Ride! AM Driver,2004,Spring,0,0,0,0.0,Studio Deen,original
GetBackers,2002,Fall,950,0,950,50.2,Studio Deen,manga
Getsumen To Heiki Mina,2007,Winter,1300,0,1300,38.2,Gonzo,spin-off (live action)
Ghost Hunt,2006,Fall,1638,0,1638,99.1,JC Staff,novel
Giant Killing,2010,Spring,762,0,762,22.8,Studio Deen,manga
Gift: eternal rainbow,2006,Fall,1045,0,1045,37.1,Oriental Light and Magic,visual novel
Gifuu Doudou!! Kanetsugu to Keiji,2013,Summer,0,0,0,0.0,Studio Deen,manga
Gigantic Formula,2007,Spring,681,0,681,31.6,Brains Base,original
Gin no Saji,2013,Summer,2246,0,2246,74.1,A1 Pictures,manga
Gin no Saji 2nd Season,2014,Winter,1290,0,1290,41.6,A1 Pictures,manga
Gin-iro no Olynssis,2006,Fall,798,0,798,29.3,Toei Animation,novel
Ginban Kaleidoscope,2005,Fall,987,0,987,17.4,Actas,novel
Ginga Densetsu Weed,2005,Fall,0,0,0,0.0,Studio Deen,manga
Ginga Eiyuu Densetsu: Die Neue These,2018,Spring,4395,0,4395,156.2,Production IG,novel
Ginga Kikoutai Majestic Prince,2013,Spring,4056,1300,5356,217.0,Douga Koubou,manga
Ginga Tetsudou Monogatari: Eien e no Bunkiten,2006,Fall,843,0,843,47.7,Planet,original
Gingitsune,2013,Fall,815,0,815,29.3,Diomedia,manga
Gintama Season 1,2006,Spring,15534,8606,24140,835.0,Sunrise,manga
Gintama Season 2,2007,Spring,15216,7717,22933,874.9,Sunrise,manga
Gintama Season 3,2008,Spring,15282,7246,22528,886.8,Sunrise,manga
Gintama Season 4,2009,Spring,12718,7219,19937,738.2,Sunrise,manga
Gintama',2011,Spring,12575,3362,15937,768.3,Sunrise,manga
Gintama' Enchousen,2012,Fall,9465,3603,13068,172.8,Sunrise,manga
Gintama.,2017,Winter,4709,0,4709,84.4,Sunrise,manga
Gintama. Porori-hen,2017,Fall,3151,0,3151,56.4,Sunrise,manga
Gintama. Shirogane no Tamashii-hen,2018,Winter,3059,0,3059,94.2,Sunrise,manga
Gintama°,2015,Spring,7441,0,7441,410.7,Sunrise,manga
Ginyuu Mokushiroku Meine Liebe,2004,Fall,2370,0,2370,91.4,Bee Train,visual novel
Ginyuu Mokushiroku Meine Liebe Wieder,2006,Winter,1119,0,1119,43.0,Bee Train,visual novel
Girlfriend (kari),2014,Fall,2562,0,2562,67.5,Silver Link,game
Girlfriend (♪),2016,Fall,364,0,364,1.3,Encourage Films,game
Girlish Number,2016,Fall,622,0,622,25.4,Diomedia,novel
Girls Bravo,2004,Summer,2555,0,2555,60.8,AIC Spirits,manga
Girls Bravo Second Season,2005,Winter,2988,0,2988,115.0,AIC Spirits,manga
Girls und Panzer,2012,Fall,36286,32010,68296,1466.8,Actas,original
Girly Air Force,2019,Winter,594,0,594,24.9,Satelight,novel
GJ-bu,2013,Winter,3460,5447,8907,78.9,Douga Koubou,novel
Glass no Kamen,2005,Spring,859,0,859,42.4,TMS Entertainment,manga
Glass no Kantai,2006,Spring,0,0,0,0.0,Gonzo,original
Glasslip,2014,Summer,426,0,426,17.8,PA Works,original
Go! Go! 575 (Project 575),2014,Winter,608,0,608,2.9,Lay-duce C2C,game
Goblin Slayer,2018,Fall,3644,0,3644,138.7,White Fox,novel
Gochuumon wa Usagi Desu ka?,2014,Spring,11404,2450,13854,402.8,White Fox,manga
Gochuumon wa Usagi Desu ka??,2015,Fall,13597,2901,16498,442.6,White Fox Kinema Citrus,manga
God Eater + Off Shot bundle,2015,Summer,5345,0,5345,249.9,ufotable,game
Gokujou Seitokai,2005,Spring,2391,0,2391,109.8,JC Staff,manga
Gokujou.,2012,Winter,467,0,467,3.7,LMD,manga
Gokukoku no Brynhildr,2014,Spring,2202,0,2202,65.0,Arms,manga
Gokusen,2004,Winter,0,0,0,0.0,Madhouse,manga
Golden Kamuy,2018,Spring,3759,0,3759,107.4,Geno Studio,manga
Golden Kamuy 2nd Season,2018,Fall,3819,0,3819,108.5,Geno Studio,manga
Golden Time,2013,Fall,846,0,846,52.8,JC Staff,novel
Golgo 13,2008,Spring,633,0,633,15.2,The Answer Studio,manga
Goshuushousama Ninomiya-kun,2007,Fall,2559,0,2559,119.7,AIC Spirits,novel
Gosick,2011,Winter,2638,1936,4574,266.6,Bones,novel
Gotoubun no Hanayome,2019,Winter,7177,0,7177,209.9,Tezuka Productions,manga
GR Giant Robo,2007,Winter,0,0,0,0.0,A.C.G.T.,manga
Granblue Fantasy The Animation,2017,Spring,57675,0,57675,2512.4,A1 Pictures,game
Grancrest Senki,2018,Winter,552,0,552,16.5,A1 Pictures,novel
Grand Blue,2018,Summer,1699,0,1699,15.6,Zero-G,manga
Green Green,2003,Summer,1653,0,1653,49.6,Studio Matrix,visual novel
Grenadier,2004,Fall,1816,0,1816,59.9,Studio Live Group TAC,manga
Grimms Notes The Animation,2019,Winter,194,0,194,4.3,Brains Base,game
Grisaia no Kajitsu,2014,Fall,4042,493,4535,147.3,8bit,visual novel
Grisaia no Rakuen,2015,Spring,3671,529,4200,107.6,8bit,visual novel
Gugure! Kokkuri-san,2014,Fall,3236,0,3236,112.4,TMS Entertainment,manga
Guilty Crown,2011,Fall,7993,2931,10924,577.3,Production IG,original
Guin Saga,2009,Spring,1236,0,1236,73.4,Satelight,novel
Gun x Sword,2005,Summer,3475,5229,8704,287.3,AIC ASTA,original
Gundam Build Divers,2018,Spring,1142,0,1142,25.0,Sunrise,original
Gundam Build Fighters,2013,Fall,9351,0,9351,533.3,Sunrise,original
Gundam Build Fighters Try,2014,Fall,4441,0,4441,238.0,Sunrise,original
Gundam G no Reconquista,2014,Fall,9012,0,9012,542.5,Sunrise,original
Gundam-san,2014,Summer,1102,0,1102,5.0,Sunrise,original
Gungrave,2003,Fall,1255,0,1255,94.6,Madhouse,game
Gunparade March,2003,Summer,7475,0,7475,224.3,JC Staff,game
Gunparade Orchestra,2005,Fall,700,0,700,11.2,Brains Base,game
Gunslinger Girl -Il Teatrino-,2008,Winter,2171,0,2171,110.1,Artland,manga
Gunslinger Stratos,2015,Spring,702,0,702,22.9,A1 Pictures,game
Gurazeni,2018,Spring,0,0,0,0.0,Studio Deen,manga
Gyakuten Saiban: Sono Shinjitsu Igi ari!,2016,Spring,358,0,358,6.1,A1 Pictures,game
H2O: Footprints in the Sand,2008,Winter,1078,0,1078,50.4,Zexcs,visual novel
Hachimitsu to Clover,2005,Spring,11784,1170,12954,457.5,JC Staff,manga
Hachimitsu to Clover II,2006,Summer,6740,1170,7910,126.7,JC Staff,manga
Hacka Doll The Animation,2015,Fall,1645,0,1645,19.1,Creators in Pack Trigger,news app
Hagane no Renkinjutsushi,2003,Fall,36574,18824,55398,2627.7,Bones,manga
Hagane no Renkinjutsushi (2009),2009,Spring,12402,4396,16798,1178.9,Bones,manga
Hagure Yuusha no Aesthetica,2012,Summer,2188,0,2188,88.2,Arms,novel
Hai to Gensou no Grimgar,2016,Winter,3960,611,4571,158.6,A1 Pictures,novel
Haibane Renmei,2002,Fall,5183,5261,10444,124.9,Radix,doujinshi
Haikyuu!!,2014,Spring,25470,0,25470,1354.3,Production IG,manga
Haikyuu!! Second Season,2015,Fall,15169,0,15169,807.6,Production IG,manga
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,2016,Fall,11259,0,11259,272.3,Production IG,manga
Haitai Nanafa,2012,Fall,419,0,419,2.0,Passione,original
Haitai Nanafa 2nd Season,2013,Spring,424,0,424,2.0,Passione,original
Haiyore! Nyaruko-san,2012,Spring,7513,575,8088,307.5,Xebec,novel
Haiyore! Nyaruko-san W,2013,Spring,4529,373,4902,186.0,Xebec,novel
Hajime no Ippo: New Challenger,2009,Winter,792,0,792,26.3,Madhouse,manga
Hajime no Ippo: Rising,2013,Fall,519,0,519,17.1,Madhouse,manga
Hajimete no Gal,2017,Summer,1497,0,1497,52.7,NAZ,manga
Hakaba Kitarou,2008,Winter,7761,0,7761,155.3,Toei Animation,manga
Hakata Tonkotsu Ramens,2018,Winter,1122,0,1122,33.0,Satelight,novel
Hakkenden -Touhou Hakken Ibun-,2013,Winter,2202,0,2202,153.5,Studio Deen,manga
Hakumei to Mikochi,2018,Winter,4100,0,4100,145.0,Lerche,manga
Hakuouki,2010,Spring,14940,1660,16600,448.2,Studio Deen,visual novel
Hakuouki Hekketsuroku,2010,Fall,11988,1533,13521,299.7,Studio Deen,visual novel
Hakuouki Otogisoushi,2016,Spring,1697,0,1697,10.5,DLE,visual novel
Hakuouki Reimeiroku,2012,Summer,5267,339,5606,166.3,Studio Deen,visual novel
Hakushaku to Yousei,2008,Fall,1770,0,1770,61.6,Artland,novel
Hakyuu Houshin Engi,2018,Winter,883,0,883,59.1,C-Station,manga
Hamatora,2014,Winter,2050,0,2050,58.9,Naz,manga
Hanamaru Youchien,2010,Winter,1330,0,1330,35.6,Gainax,manga
Hanasakeru Seishounen,2009,Spring,565,0,565,26.6,Studio Pierrot,manga
Hanasaku Iroha,2011,Spring,8585,4708,13293,580.5,PA Works,original
Hanaukyou Maid Tai,2001,Spring,7103,72,7175,127.9,m.o.e.,manga
Hanaukyou Maid Tai La Verite,2004,Spring,3108,0,3108,93.2,m.o.e.,manga
Hanayamata,2014,Summer,3556,686,4242,144.7,Madhouse,manga
Hanbun no Tsuki ga Noboru Sora,2006,Winter,1954,0,1954,33.4,Group TAC,novel
Hand Maid May,2000,Summer,13233,0,13233,387.8,TNK,original
Hand Shakers,2017,Winter,361,109,470,13.4,GoHands,original
Handa-kun,2016,Summer,381,0,381,3.6,Diomedia,manga
Hanebado!,2018,Summer,608,0,608,14.7,Liden Films,manga
Hangyakusei Million Arthur,2018,Fall,0,0,0,0.0,JC Staff,game
Happiness!,2006,Fall,2147,0,2147,74.7,Artland,visual novel
Happy Lesson The TV,2002,Spring,1783,0,1783,69.5,KSS,manga
Happy Seven: The TV Manga,2005,Fall,708,0,708,14.5,Studio Hibari,novel
Happy Sugar Life,2018,Summer,364,0,364,6.5,Ezola,manga
HaruChika: Haruta to Chika wa Seishun Suru,2016,Winter,893,0,893,23.7,PA Works,novel
Harukana Receive,2018,Summer,1184,0,1184,21.8,C2C,manga
Harukanaru Toki no Naka de: Hachiyou Shou,2004,Fall,5138,0,5138,256.9,Zexcs,visual novel
Hataraki Man,2006,Fall,590,0,590,2.8,Gallop,manga
Hataraku Maou-sama!,2013,Spring,11802,896,12698,463.7,White Fox,novel
Hataraku Saibou,2018,Summer,4453,0,4453,176.7,David Production,manga
Hatenkou Yuugi,2008,Winter,0,0,0,0.0,Studio Deen,manga
Hatsukoi Limited,2009,Spring,1604,0,1604,55.1,JC Staff,manga
Hatsukoi Monster,2016,Summer,1009,0,1009,10.2,Studio Deen,manga
Hayate no Gotoku!,2007,Spring,9774,1349,11123,737.0,Synergy SP,manga
Hayate no Gotoku! Can't Take My Eyes Off You,2012,Fall,1506,0,1506,58.6,Manglobe,manga
Hayate no Gotoku! Cuties,2013,Spring,1025,0,1025,38.1,Manglobe,manga
Hayate no Gotoku!!,2009,Spring,6615,1194,7809,357.2,JC Staff,manga
Heat Guy J,2002,Fall,973,0,973,38.9,Satelight,original
Heavy Object,2015,Fall,1372,899,2271,77.9,JC Staff,novel
Hello!! Kin-iro Mosaic,2015,Spring,5315,0,5315,220.5,Studio Gokumi,manga
Hen Semi,2011,Spring,373,0,373,5.0,Xebec,manga
Hentai Ouji to Warawanai Neko.,2013,Spring,4365,331,4696,215.3,JC Staff,novel
Heroic Age,2007,Spring,1191,223,1414,72.8,Xebec,original
Heroman,2010,Spring,361,0,361,6.5,Bones,original
Hetalia Axis Powers,2009,Winter,23287,617,23904,894.2,Studio Deen,manga
Hetalia The Beautiful World,2013,Winter,7066,525,7591,135.7,Studio Deen,manga
Hetalia The World Twinkle,2015,Summer,5285,558,5843,76.3,Studio Deen,manga
Hetalia World Series,2010,Spring,10364,610,10974,398.0,Studio Deen,manga
Hibike! Euphonium,2015,Spring,8329,2575,10904,375.1,Kyoto Animation,novel
Hibike! Euphonium 2,2016,Fall,7533,2690,10223,319.9,Kyoto Animation,novel
Hidamari Sketch,2007,Winter,6508,4651,11159,195.2,Shaft,manga
Hidamari Sketch x 365,2008,Summer,8688,4623,13311,352.8,Shaft,manga
Hidamari Sketch x Honeycomb,2012,Fall,7542,2157,9699,300.8,Shaft,manga
Hidamari Sketch x ☆☆☆,2010,Winter,8848,2934,11782,340.5,Shaft,manga
Hidan no Aria,2011,Spring,5742,289,6031,244.8,JC Staff,novel
Hidan no Aria AA,2015,Fall,1339,0,1339,51.3,Douga Koubou,novel
Higashi no Eden,2009,Spring,8405,2973,11378,247.9,Production IG,original
High School DxD,2012,Winter,10041,1746,11787,406.3,TNK,novel
High School DxD BorN,2015,Spring,6311,1011,7322,256.8,TNK,novel
High School DxD Hero,2018,Spring,3916,0,3916,138.0,Passione,novel
High School DxD New,2013,Summer,9424,1979,11403,384.0,TNK,novel
High School Fleet,2016,Spring,7891,0,7891,325.2,Production IMS,original
High Score Girl,2018,Summer,2910,0,2910,131.8,JC Staff,manga
Higurashi no Naku Koro ni,2006,Spring,5200,2820,8020,359.8,Studio Deen,visual novel
Higurashi no Naku Koro ni Kai,2007,Summer,6454,3617,10071,511.2,Studio Deen,visual novel
Hiiro no Kakera,2012,Spring,2237,0,2237,76.1,Studio Deen,visual novel
Hiiro no Kakera season 2,2012,Fall,1576,0,1576,59.4,Studio Deen,visual novel
Hikari to Mizu no Daphne,2004,Winter,1597,0,1597,111.1,JC Staff,original
Himawari!,2006,Spring,0,0,0,0.0,Arms,original
Himawari!!,2007,Winter,0,0,0,0.0,Arms,original
Hime-sama Goyoujin,2006,Spring,0,0,0,0.0,Nomad,original
Himegoto,2014,Summer,511,0,511,3.5,Asahi Production,manga
Himitsu: The Revelation,2008,Spring,0,0,0,0.0,Madhouse,manga
Himouto! Umaru-chan,2015,Summer,4308,0,4308,172.0,Douga Koubou,manga
Himouto! Umaru-chan R,2017,Fall,1717,0,1717,68.2,Douga Koubou,manga
Hina Logi: From Luck & Logic,2017,Summer,888,0,888,15.6,Douga Koubou,original
Hinako Note,2017,Spring,1346,0,1346,45.9,Passione,manga
Hinamatsuri,2018,Spring,928,0,928,22.7,Feel,manga
Hinomaruzumou,2018,Fall,76,0,76,0.7,Gonzo,original
Hisone to Masotan,2018,Spring,788,0,788,32.9,Bones,original
Hit wo nerae!,2004,Spring,889,70,959,13.5,Imagin,original
Hitohira,2007,Spring,950,0,950,20.9,Xebec,manga
Hitori no Shita: The Outcast,2016,Summer,0,0,0,0.0,Haoliners,manga
Hitorijime My Hero,2017,Summer,1256,0,1256,43.3,Encourage Films,manga
Hitsugi no Chaika,2014,Spring,1685,489,2174,71.6,Bones,novel
Hitsugi no Chaika Avenging Battle,2014,Fall,1038,489,1527,39.4,Bones,novel
Hokuto no Ken Raou Gaiden Ten no Haou,2008,Fall,610,0,610,14.6,Satelight,manga
Hokuto no Ken: Ichigo Aji,2015,Fall,6713,0,6713,20.1,Asia-Do,manga
Hoozuki no Reitetsu,2014,Winter,14739,0,14739,505.6,WIT Studio,manga
Hoozuki no Reitetsu 2nd Season,2017,Fall,3644,0,3644,131.2,Studio Deen,manga
Hoozuki no Reitetsu 2nd Season: Sono Ni,2018,Spring,2202,0,2202,79.3,Studio Deen,manga
Hoshizora e Kakaru Hashi,2011,Spring,1264,0,1264,56.2,Douga Koubou,visual novel
Houkago no Pleiades,2015,Spring,1923,901,2824,80.8,Gainax,original
Hourou Musuko,2011,Winter,1007,0,1007,39.3,AIC,manga
Hundred,2016,Spring,1360,0,1360,43.3,Production IMS,novel
Hyakka Ryouran Samurai Bride,2013,Spring,2049,0,2049,83.2,Arms,novel
Hyakka Ryouran Samurai Girls,2010,Fall,5394,472,5866,204.9,Arms,novel
Hyakko,2008,Fall,1026,0,1026,34.8,Nippon Animation,manga
Hyakuren no Haou to Seiyaku no Valkyria,2018,Summer,291,0,291,3.9,EMT²,novel
Hyouka,2012,Spring,10046,10735,20781,759.7,Kyoto Animation,novel
I My Me! Strawberry Eggs,2001,Summer,2535,0,2535,66.2,TNK,manga
Ichiban Ushiro no Daimaou,2010,Spring,2602,0,2602,99.3,Artland,novel
Ichigo 100%,2005,Spring,1784,0,1784,53.5,Madhouse,manga
Ichigo Marshmallow,2005,Summer,5894,2416,8310,176.8,Daume,manga
Idol Jihen,2017,Winter,213,0,213,1.7,MAPPA,original
Idol Memories,2016,Fall,0,0,0,0.0,Seven Arcs,original
IDOLiSH7,2018,Winter,21603,0,21603,1118.3,Troyca,game
IGPX,2005,Fall,0,0,0,0.0,Production IG,original
Ikkitousen,2003,Summer,6072,0,6072,219.6,JC Staff,manga
Ikkitousen Dragon Destiny,2007,Winter,8374,1467,9841,276.3,Arms,manga
Ikkitousen Great Guardians,2008,Summer,7834,1551,9385,258.5,Arms,manga
Ikkitousen Xtreme Xecutor,2010,Spring,4622,586,5208,167.8,Arms,manga
Ikoku Meiro no Croisee,2011,Summer,1470,0,1470,52.1,Satelight,manga
Imouto sae Ireba Ii.,2017,Fall,1761,0,1761,119.4,Silver Link,novel
Inari Konkon Koi Iroha.,2014,Winter,2101,258,2359,78.5,Production IMS,manga
Infinite Stratos,2011,Winter,33863,3250,37113,1428.9,8bit,novel
Infinite Stratos 2,2013,Fall,16904,1350,18254,758.6,8bit,novel
Initial D Fifth Stage,2012,Fall,10058,1199,11257,408.3,Synergy SP,manga
Initial D Fourth Stage,2004,Spring,28784,3655,32439,1830.7,A.C.G.T.,manga
Innocent Venus,2006,Summer,0,0,0,0.0,Brains Base,original
Inou-Battle wa Nichijou-kei no Naka de,2014,Fall,1189,0,1189,49.9,Trigger,novel
Inu to Hasami wa Tsukaiyo,2013,Summer,680,0,680,21.0,Gonzo,novel
